priority_candidate,name,city,typology,typology_detail,segment,channel,project_role,physical_exhibition,exhibition_evidence,price_range,price_signal,service_scope,email,phone,address,main_channel,source_language,source_url,materials_brands_mentioned,key_messages,raw_notes
No,Keng Makon,Tashkent,Kitchen,,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,No address or showroom language found in scrape; nationwide delivery emphasized instead.,Medium,"""Furniture for any taste and budget"" - generic positioning, no price figures published.",Design+Install+Supply,info@kengmakon.uz,+998 98 300 3676,Not determinable,Website,Russian,https://kengmakon.uz/catalog/kukhonnaya-mebel,Not determinable,International certification claimed; nationwide delivery and install,
No,ALLDECOR,Tashkent,Kitchen,LDSP/laminated-board furniture manufacturer (wholesale/OEM profile),F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"GoldenPages directory listing (manufacturer address only, no showroom language).",Low,Directory-listed as laminated-board (budget-material) manufacturer.,Manufacture+Supply,,+998 99 814-XX-XX (directory-truncated),"Tashkent, Chilanzar district, Khosilot St 18",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP (laminated chipboard),"Directory-only listing, no independent marketing content found",Business-hours 09:00-18:00 per directory.
No,Davr Jihozi,Tashkent,Kitchen,LDSP/MDF furniture manufacturer (wholesale/OEM profile),F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board/MDF (budget-standard material) manufacturer.,Manufacture+Supply,,+998 90 322-XX-XX (directory-truncated),"Tashkent, Uchtepa district, 1st Zarafshan pass. 34",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,"LDSP, MDF",Directory-only listing,Business-hours 09:00-17:00 per directory.
No,Korleone,Tashkent,Kitchen,"LDSP furniture manufacturer, customization service (wholesale/OEM profile)",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer with customization service.,Manufacture+Supply,,+998 98 314-XX-XX (directory-truncated),"Tashkent, Yunusabad district, Chinabad St 49",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 09:00-19:00 (lunch 13:00-14:00) per directory. Same street (Chinabad) as YU Mebel - Yunusabad furniture-manufacturing cluster.
No,Territory Tree,Tashkent,Kitchen,"LDSP furniture manufacturer, customization service (wholesale/OEM profile)",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer.,Manufacture+Supply,,+998 99 816-XX-XX (directory-truncated),"Tashkent, Yashnabad district, Parkent St 327",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 09:00-18:00 (lunch 12:00-13:00).
No,Xayratiy Biznes,Tashkent,Kitchen,LDSP furniture manufacturer (wholesale/OEM profile),F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer.,Manufacture+Supply,,+998 93 398-XX-XX (directory-truncated),"Tashkent, Uchtepa district, Izza St 2",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 08:00-17:00.
Yes,Premium Concept,Tashkent,Kitchen & Bath,"Premium tile, sanitary ware, Italian furniture and bath-accessories showroom (""ЧП QURILISH SAVDO GROUP"")",A. Premium Materials & Bath Showrooms,Retail,,Yes,"Explicitly described as ""единственный своего рода шоу-рум"" (a one-of-a-kind showroom), operating since 2008, at ul. Usta Shirin 136, Tashkent.",High,"Self-positioned ""№1 в сегменте премиум в Узбекистане"" (No.1 in the premium segment in Uzbekistan); official distributor of 50+ high-end European brands.",Design+Install+Supply,info@concept.uz,+998 71 256 29 03,"Tashkent, ul. Usta Shirin 136",Website,Russian,https://concept.uz,"Grohe, Porcelanosa, Laufen, Vibia, NEOLITH (direct sintered-stone competitor to Dekton), 50+ European brands","""Только лучшее для вашего дома""; official multi-brand premium distributor since 2008",HIGH-PRIORITY CANDIDATE: already distributes Neolith (Cosentino's direct sintered-stone competitor) at premium positioning - strong evidence of prescriber capability and category fit; a natural target for a Dekton/Silestone counter-offer or co-exhibition slot.
Yes,Kale Gallery,Tashkent,Kitchen & Bath,Multi-brand plumbing/bathroom fixtures showroom,A. Premium Materials & Bath Showrooms,Retail,,Yes,"""Весь ассортимент доступен в нашем магазине"" - full assortment on display in-store; explicitly courts designers/contractors with trade offers.",Medium,Multi-brand plumbing retailer targeting designers/contractors with trade pricing; positioning not explicitly ultra-luxury.,Supply only,,+998 99 860-60-60,Tashkent (exact street address not shown on page),Website,Russian,https://kale.uz/en,"Sanitary ware, faucets, bathtubs, shower solutions, bathroom furniture, tiles",Multi-brand plumbing store; special offers for designers and contractors; new collections via Telegram,"Trade-channel focus (designers/contractors) makes this a good B2B prescription target, not just walk-in retail."
No,Emerich,Tashkent,Kitchen & Bath,Plumbing/bathroom fixtures showroom,A. Premium Materials & Bath Showrooms,Retail,,Yes,"Confirmed showroom at Almazar District, Nurafshon Ring Road 50, near Rivera Mall; site explicitly invites customers to visit and inspect material quality in person.",High,"Self-described ""ПРЕМИАЛЬНАЯ САНТЕХНИКА"" (Premium Plumbing) brand, positioned since 2022.",Supply only,,+998 55 055 51 55,"Tashkent, Almazar District, Nurafshon Ring Road 50 (near Rivera Mall)",Website,Russian,https://emerich.uz/ru/shourum,"Suspended/floor toilets, bidets, sinks, mixers, shower systems, bathroom furniture (China-manufactured)","""Premium sanitary ware brand since 2022""; invites in-person inspection of material quality","IG @emerich.uz, TG @emerichuz, YouTube @emerich_uz."
No,Etalon-Remont,Tashkent,Interior Designer,Budget technical-design and turnkey renovation service (no-prepayment model),G. Budget/Turnkey Renovation & Interior Design,Retail,,No determinable,No showroom mentioned; positions itself as working at contractor-crew prices without a design-studio storefront.,Low,"Explicit positioning: renovation ""по ценам частных бригад"" (at private-crew prices) and ""без предоплаты"" (no prepayment); technical design project without interior 3D visuals, from 30 sqm objects.",Design+Build,,,Tashkent and up to 50km outside,Website,Russian,https://tashkent.etalon-remont.com/,Not determinable,"""Ремонт квартиры под ключ без гемора и без предоплаты по ценам частных бригад""","Budget-tier turnkey renovation operator - relevant as a volume-driven, price-agressive entry channel."
No,Afrosiab Mebel OOO,Samarkand,Kitchen,"Custom furniture manufacturer, also roller shutters and wooden doors",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"Directory listing (top.uz) with address/email only, no showroom language.",Low,"Directory-listed manufacturer, no price signal beyond product category (roller shutters/doors = building-trade profile).",Manufacture+Supply,akbarsirojov@umail.com,Directory contact only (phone hidden),"Samarkand, ul. Uzbektrakt 10",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,
No,Ards Lux OOO,Samarkand,Kitchen,Custom furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,Directory listing (top.uz) with address/email only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,ards-lux@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Atakhodzhayeva 61, 140129",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,
No,Gold Brend Mebel OOO,Samarkand,Kitchen,Custom furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,Directory listing (top.uz); own domain (goldbrendmebel.uz) returned DNS error at time of research.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,gold_brend_mebel@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Nabiyeva 8, office 4, 140100",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,Own website unreachable (DNS error) - verify before outreach.
No,Motrit Mebel OOO,Samarkand,Kitchen,Custom furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"Directory listing (top.uz), address only.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,Directory contact only (phone hidden),"Samarkand, ul. Marifat 63",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,
No,Osiyo Mebel TM,Samarkand,Kitchen,"Custom furniture manufacturer, also wooden doors",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,Directory listing (top.uz) with address/email only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,osiyo-mebel@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Amirshokha Muroda 1, 140032",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,
No,Shamsi Kamar TPF,Samarkand,Kitchen,"Custom furniture manufacturer, also roller shutters",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"Directory listing (top.uz), located in Kattakurgan (Samarkand region), address/email only.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,kolya20@bk.ru,Directory contact only (phone hidden),"Kattakurgan, Samarkand Region, ul. O. Ortikova 1V",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,"Located in Kattakurgan district, not Samarkand city proper - included as regional coverage."
No,Basna Mebel OOO,Namangan,Kitchen,Custom furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing; hours 08:00-18:00 shown but no showroom language.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 93 672-XX-XX (directory-truncated),"Namangan, ul. Kasansayskaya",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,
No,E'tirof Sanoat Servis,Namangan,Kitchen,Furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 91 359-XX-XX (directory-truncated),"Namangan, ul. Bulakbashi 8",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,
No,Humo Dizayn Servis,Namangan,Kitchen,Furniture manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 99 432-XX-XX (directory-truncated),"Namangan district, Bogishamol l.g.c",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,"""Design"" in company name (Dizayn Servis) suggests design-consultation add-on vs. pure manufacturing peers",
No,Madina Muhammad Mebel,Namangan,Kitchen,Furniture manufacturer (family company),F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 90 275-XX-XX (directory-truncated),"Namangan, ul. Beshkapa 1",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,
No,Mirshohid Savdo Sanoat Servis,Namangan,Kitchen,"Furniture manufacturer - living room/bedroom furniture, customization service",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing; extended hours 08:00-20:00 suggest a retail-facing operation.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 97 760-XX-XX (directory-truncated),"Namangan, ul. Uychinskaya 221",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,"Already appeared as ""Миршохид Савдо Саноат Сервис"" in top.uz general-furniture scrape for Namangan - cross-confirmed by two independent directories."
No,Namangan Ta'mirlash va Butlash,Namangan,Kitchen,Furniture manufacturer/exporter,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, no independent price signal found.",Manufacture+Supply,,+998 90 555-XX-XX (directory-truncated),"Namangan, ul. Kasansay 25",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,
No,Zilol Furniture Factory,Namangan,Kitchen,Furniture factory with own website,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,Own domain (zilol-mebel.uz) confirmed in directory; not independently scraped this pass. Extended hours 09:00-19:00.,Low,Not determinable - own site not scraped this pass.,Manufacture+Supply,alisher_mirzabaev@mail.ru,+998 69 232-XX-XX (directory-truncated),"Namangan, ul. Islam Karimov 32 (also 32A in top.uz cross-reference)",Website,Russian,https://zilol-mebel.uz/ ; https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Cross-confirmed via two directories (GoldenPages + top.uz) - one of the more established Namangan furniture factories,Recommend a direct scrape of zilol-mebel.uz before outreach; this is the strongest Namangan lead by cross-source confirmation.
No,Namangan Mebel Bozorii,Namangan,Kitchen,"Ready-made + custom furniture retailer, Instagram-native",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"Instagram account (2,709 followers, 1,969 posts) run by an individual (Бек.Раимжанов); nationwide delivery emphasized, physical shop/showroom not confirmed.",Low,Positioned around affordable ready-made furniture with delivery/install across Uzbekistan.,Supply only,,,Namangan (not determinable),Instagram,Russian,https://www.instagram.com/namangan_mebel_bozorii/,Not determinable,Ready-made furniture with nationwide delivery,
No,Andijon Mebel LTD,Andijan,Kitchen,Furniture manufacturing and production,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 93 787-XX-XX (directory-truncated),"Andijan, ul. Ahmadbekhodji 72",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,"Name (""Andijon Mebel"") matches the Instagram account @andijon_mebell_ found separately - may be the same or a related business, not confirmed."
No,Baraka Exclusive Mebel,Andijan,Kitchen,Furniture manufacturer/exporter,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, ""Exclusive"" in name suggests upmarket ambition but no price data.",Manufacture+Supply,,+998 97 837-XX-XX (directory-truncated),"Andijan, Tashkent St 13",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,
No,Forever Quality,Andijan,Kitchen,Furniture manufacturer/exporter,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, no independent price signal found.",Manufacture+Supply,,+998 91 477-XX-XX (directory-truncated),"Andijan, ul. Tinchlik 9",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,
No,Jahon Mebel City,Andijan,Kitchen,Furniture and fittings manufacturer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"GoldenPages directory listing only; name (""Mebel City"") hints at a larger-format retail operation but unconfirmed.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 90 540-XX-XX (directory-truncated),"Andijan, ul. Nayman 30",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,
No,Mebelier Group,Andijan,Kitchen,Furniture manufacturer and retailer,F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"GoldenPages directory listing; described as both manufacturer AND retailer, slightly stronger showroom likelihood than pure-manufacturer peers.",Low,"Directory-listed manufacturer/retailer, no independent price signal found.",Manufacture+Supply,,+998 99 646-XX-XX (directory-truncated),"Andijan, Sarvontepa makhalla 4",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,
No,Oltin Mebel,Andijan,Kitchen,Furniture manufacturer/exporter (private enterprise),F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,GoldenPages directory listing only; shares address (Sarvontepa 4) with Mebelier Group - likely same industrial cluster.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 91 613-XX-XX (directory-truncated),"Andijan, Sarvontepa makhalla 4",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,
No,Андижон Мебель (Andijon Mebel Instagram),Andijan,Kitchen,"Furniture retailer/manufacturer with own workshop, Instagram-native",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,"8,103 followers, 120 posts; bio claims own workshop (""taller propio"") and delivery across Central Asia; consumer-facing showroom not independently confirmed via WebFetch (Instagram login wall).",Medium,"15 years experience, 1,000+ clients claimed - established mid-market operator, not explicitly budget-positioned.",Manufacture+Supply,,,Andijan (not determinable),Instagram,Russian,https://www.instagram.com/andijon_mebell_/,Not determinable,"15 years experience; 1,000+ satisfied customers; own workshop; delivery across Central Asia",Strongest Andijan retail social-media presence found this pass by follower count.
No,Fayzli Mebel,Andijan,Kitchen,"Furniture retailer, dual presence Andijan + Tashkent",F. Value/Mid Kitchen & Custom Furniture Manufacturers,Retail,,No determinable,406 followers; bio references locations in both Andijan and Tashkent; showroom not independently confirmed via WebFetch (Instagram login wall).,Low,Smaller-scale operator (406 followers) vs. Андижон Мебель - positioned as accessible/mass-market.,Manufacture+Supply,,,Andijan and Tashkent (not determinable),Instagram,Russian,https://www.instagram.com/fayzli_mebel/,Not determinable,"Bedrooms, kitchens, complete furniture sets; free delivery and installation",Dual-city presence (Andijan + Tashkent) could be a useful bridge partner across two priority markets.
